,YEAR,CARRIER,CARRIER_NAME,MANUFACTURE_YEAR,UNIQUE_CARRIER_NAME,SERIAL_NUMBER,TAIL_NUMBER,AIRCRAFT_STATUS,OPERATING_STATUS,NUMBER_OF_SEATS,MANUFACTURER,AIRCRAFT_TYPE,MODEL,CAPACITY_IN_POUNDS,ACQUISITION_DATE,AIRLINE_ID,UNIQUE_CARRIER,PLANE_TYPE,MANUFACTURER-MODEL
0,2006,5X,United Parcel Service,1966.0,United Parcel Service,18898,N902UP,O,N,0.0,boeing,,B727-100,43500.0,1/16/1993 12:00:00 AM,19917.0,5X,small,boeing B727-100
1,2006,5X,United Parcel Service,1966.0,United Parcel Service,18945,N903UP,O,N,0.0,boeing,,B727-100,43500.0,12/15/1992 12:00:00 AM,19917.0,5X,small,boeing B727-100
2,2006,5X,United Parcel Service,1966.0,United Parcel Service,18946,N904UP,O,N,0.0,boeing,,B727-100,43500.0,12/2/1992 12:00:00 AM,19917.0,5X,small,boeing B727-100
3,2006,5X,United Parcel Service,1966.0,United Parcel Service,18947,N905UP,O,N,0.0,boeing,,B727-100,43500.0,4/24/1993 12:00:00 AM,19917.0,5X,small,boeing B727-100
4,2006,5X,United Parcel Service,1966.0,United Parcel Service,19091,N928UP,O,N,0.0,boeing,,B727-100,43500.0,9/30/1982 12:00:00 AM,19917.0,5X,small,boeing B727-100
5,2006,5X,United Parcel Service,1966.0,United Parcel Service,19096,N930UP,O,Y,0.0,boeing,,B727-100,43500.0,9/7/1983 12:00:00 AM,19917.0,5X,small,boeing B727-100
6,2006,5X,United Parcel Service,1966.0,United Parcel Service,19102,N943UP,O,N,0.0,boeing,,B727-100,43500.0,1/31/1993 12:00:00 AM,19917.0,5X,small,boeing B727-100
7,2006,5X,United Parcel Service,1966.0,United Parcel Service,19135,N934UP,O,N,0.0,boeing,,B727-100,43500.0,5/1/1985 12:00:00 AM,19917.0,5X,small,boeing B727-100
8,2006,5X,United Parcel Service,1967.0,United Parcel Service,19008,N918UP,O,Y,0.0,boeing,,B727-100,43500.0,6/16/1982 12:00:00 AM,19917.0,5X,small,boeing B727-100
9,2006,5X,United Parcel Service,1967.0,United Parcel Service,19012,N919UP,O,Y,0.0,boeing,,B727-100,43500.0,7/16/1982 12:00:00 AM,19917.0,5X,small,boeing B727-100
10,2006,5X,United Parcel Service,1967.0,United Parcel Service,19101,N942UP,O,Y,0.0,boeing,,B727-100,43500.0,6/1/1990 12:00:00 AM,19917.0,5X,small,boeing B727-100
11,2006,5X,United Parcel Service,1967.0,United Parcel Service,19118,N907UP,O,N,0.0,boeing,,B727-100,43500.0,10/6/1981 12:00:00 AM,19917.0,5X,small,boeing B727-100
12,2006,5X,United Parcel Service,1967.0,United Parcel Service,19196,N941UP,O,Y,0.0,boeing,,B727-100,43500.0,12/31/1989 12:00:00 AM,19917.0,5X,small,boeing B727-100
13,2006,5X,United Parcel Service,1967.0,United Parcel Service,19231,N922UP,O,Y,0.0,boeing,,B727-100,43500.0,5/8/1982 12:00:00 AM,19917.0,5X,small,boeing B727-100
14,2006,5X,United Parcel Service,1967.0,United Parcel Service,19232,N927UP,O,N,0.0,boeing,,B727-100,43500.0,4/10/1982 12:00:00 AM,19917.0,5X,small,boeing B727-100
15,2006,5X,United Parcel Service,1967.0,United Parcel Service,19233,N926UP,O,Y,0.0,boeing,,B727-100,43500.0,3/5/1982 12:00:00 AM,19917.0,5X,small,boeing B727-100
16,2006,5X,United Parcel Service,1967.0,United Parcel Service,19234,N924UP,O,N,0.0,boeing,,B727-100,43500.0,4/23/1982 12:00:00 AM,19917.0,5X,small,boeing B727-100
17,2006,5X,United Parcel Service,1967.0,United Parcel Service,19302,N937UP,O,N,0.0,boeing,,B727-100,43500.0,3/1/1994 12:00:00 AM,19917.0,5X,small,boeing B727-100
18,2006,5X,United Parcel Service,1967.0,United Parcel Service,19314,N906UP,O,N,0.0,boeing,,B727-100,43500.0,3/8/1993 12:00:00 AM,19917.0,5X,small,boeing B727-100
19,2006,5X,United Parcel Service,1967.0,United Parcel Service,19721,N946UP,O,N,0.0,boeing,,B727-100,43500.0,3/21/1994 12:00:00 AM,19917.0,5X,small,boeing B727-100
20,2006,5X,United Parcel Service,1967.0,United Parcel Service,19722,N947UP,O,N,0.0,boeing,,B727-100,43500.0,4/27/1994 12:00:00 AM,19917.0,5X,small,boeing B727-100
21,2006,5X,United Parcel Service,1968.0,United Parcel Service,19857,N933UP,O,N,0.0,boeing,,B727-100,43500.0,5/1/1985 12:00:00 AM,19917.0,5X,small,boeing B727-100
22,2006,5X,United Parcel Service,1968.0,United Parcel Service,19873,N920UP,O,Y,0.0,boeing,,B727-100,43500.0,7/8/1982 12:00:00 AM,19917.0,5X,small,boeing B727-100
23,2006,8C,Air Transport International,1968.0,Air Transport International,45918,N728PL,O,Y,32.0,mcdonnell/douglas,,DC-8-62,80000.0,10/16/1988 12:00:00 AM,19874.0,8C,medium,mcdonnell/douglas DC-8-62
24,2006,AA,American Airlines Inc.,1983.0,American Airlines Inc.,46164,N216AA,O,Y,140.0,mcdonnell/douglas,,MD-80,37600.0,5/10/1983 12:00:00 AM,19805.0,AA,large,mcdonnell/douglas MD-80
25,2006,AA,American Airlines Inc.,1983.0,American Airlines Inc.,49145,N203AA,B,Y,136.0,mcdonnell/douglas,,MD-80,37600.0,5/12/1983 12:00:00 AM,19805.0,AA,large,mcdonnell/douglas MD-80
26,2006,AA,American Airlines Inc.,1983.0,American Airlines Inc.,49154,N903TW,O,N,131.0,mcdonnell/douglas,,MD-80,39800.0,5/12/1983 12:00:00 AM,19805.0,AA,large,mcdonnell/douglas MD-80
27,2006,AA,American Airlines Inc.,1983.0,American Airlines Inc.,49166,N901TW,O,N,131.0,mcdonnell/douglas,,MD-80,39800.0,4/18/1983 12:00:00 AM,19805.0,AA,large,mcdonnell/douglas MD-80
28,2006,AA,American Airlines Inc.,1983.0,American Airlines Inc.,49170,N909TW,O,N,131.0,mcdonnell/douglas,,MD-80,39800.0,10/13/1983 12:00:00 AM,19805.0,AA,large,mcdonnell/douglas MD-80
29,2006,AA,American Airlines Inc.,1984.0,American Airlines Inc.,49186,N915TW,O,N,131.0,mcdonnell/douglas,,MD-80,39800.0,4/19/1984 12:00:00 AM,19805.0,AA,large,mcdonnell/douglas MD-80
30,2006,AA,American Airlines Inc.,1984.0,American Airlines Inc.,49187,N916TW,O,N,131.0,mcdonnell/douglas,,MD-80,39800.0,4/25/1984 12:00:00 AM,19805.0,AA,large,mcdonnell/douglas MD-80
31,2006,AA,American Airlines Inc.,1985.0,American Airlines Inc.,22319,N317AA,B,N,158.0,boeing,,B767-2,63000.0,4/1/1985 12:00:00 AM,19805.0,AA,large,boeing B767-2
32,2006,AA,American Airlines Inc.,1985.0,American Airlines Inc.,49366,N917TW,O,N,131.0,mcdonnell/douglas,,MD-80,39800.0,5/23/1992 12:00:00 AM,19805.0,AA,large,mcdonnell/douglas MD-80
33,2006,AA,American Airlines Inc.,1985.0,American Airlines Inc.,49367,N918TW,O,N,131.0,mcdonnell/douglas,,MD-80,39800.0,5/27/1992 12:00:00 AM,19805.0,AA,large,mcdonnell/douglas MD-80
34,2006,AA,American Airlines Inc.,1985.0,American Airlines Inc.,49369,N920TW,O,N,131.0,mcdonnell/douglas,,MD-80,39800.0,5/23/1992 12:00:00 AM,19805.0,AA,large,mcdonnell/douglas MD-80
35,2006,AA,American Airlines Inc.,1986.0,American Airlines Inc.,49356,N926TW,O,N,131.0,mcdonnell/douglas,,MD-80,39800.0,10/9/1997 12:00:00 AM,19805.0,AA,large,mcdonnell/douglas MD-80
36,2006,AA,American Airlines Inc.,1986.0,American Airlines Inc.,49357,N925TW,O,N,131.0,mcdonnell/douglas,,MD-80,39800.0,8/26/1997 12:00:00 AM,19805.0,AA,large,mcdonnell/douglas MD-80
37,2006,AA,American Airlines Inc.,1986.0,American Airlines Inc.,49358,N927TW,O,N,131.0,mcdonnell/douglas,,MD-80,39800.0,12/10/1997 12:00:00 AM,19805.0,AA,large,mcdonnell/douglas MD-80
38,2006,AA,American Airlines Inc.,1986.0,American Airlines Inc.,49395,N9305N,O,N,131.0,mcdonnell/douglas,,MD-80,39800.0,5/17/1996 12:00:00 AM,19805.0,AA,large,mcdonnell/douglas MD-80
39,2006,ABX,"ABX Air, Inc.",1967.0,"ABX Air, Inc.",47008,N908AX,O,Y,0.0,mcdonnell/douglas,,DC-9-30,32249.0,1/1/1987 12:00:00 AM,20453.0,ABX,small,mcdonnell/douglas DC-9-30
40,2006,ABX,"ABX Air, Inc.",1968.0,"ABX Air, Inc.",47317,N982AX,O,Y,0.0,mcdonnell/douglas,,DC-9-30,37190.0,1/22/1990 12:00:00 AM,20453.0,ABX,small,mcdonnell/douglas DC-9-30
41,2006,ABX,"ABX Air, Inc.",1969.0,"ABX Air, Inc.",46061,N826AX,O,Y,0.0,mcdonnell/douglas,,DC-8-6F,111706.0,7/14/1995 12:00:00 AM,20453.0,ABX,small,mcdonnell/douglas DC-8-6F
42,2006,ABX,"ABX Air, Inc.",1970.0,"ABX Air, Inc.",46126,N812AX,O,Y,0.0,mcdonnell/douglas,,DC-8-6F,96556.0,1/1/1990 12:00:00 AM,20453.0,ABX,small,mcdonnell/douglas DC-8-6F
43,2006,ABX,"ABX Air, Inc.",1970.0,"ABX Air, Inc.",47419,N941AX,O,Y,0.0,mcdonnell/douglas,,DC-9-30,32595.0,7/29/1989 12:00:00 AM,20453.0,ABX,small,mcdonnell/douglas DC-9-30
44,2006,AS,Alaska Airlines Inc.,1974.0,Alaska Airlines Inc.,20794,N745AS,O,Y,111.0,boeing,,B737-2C,23300.0,10/1/1988 12:00:00 AM,19930.0,AS,large,boeing B737-2C
45,2006,AS,Alaska Airlines Inc.,1979.0,Alaska Airlines Inc.,21959,N741AS,O,Y,111.0,boeing,,B737-2C,27400.0,1/1/1981 12:00:00 AM,19930.0,AS,large,boeing B737-2C
46,2006,AS,Alaska Airlines Inc.,1981.0,Alaska Airlines Inc.,22578,N740AS,O,N,111.0,boeing,,B737-2C,26078.0,6/1/1981 12:00:00 AM,19930.0,AS,large,boeing B737-2C
47,2006,AS,Alaska Airlines Inc.,1985.0,Alaska Airlines Inc.,49232,N931AS,O,N,140.0,mcdonnell/douglas,,MD-80,36200.0,2/1/1985 12:00:00 AM,19930.0,AS,large,mcdonnell/douglas MD-80
48,2006,AS,Alaska Airlines Inc.,1990.0,Alaska Airlines Inc.,53020,N947AS,O,Y,140.0,mcdonnell/douglas,,MD-80,36700.0,12/1/1990 12:00:00 AM,19930.0,AS,large,mcdonnell/douglas MD-80
49,2006,AS,Alaska Airlines Inc.,1991.0,Alaska Airlines Inc.,53023,N950AS,O,Y,140.0,mcdonnell/douglas,,MD-80,37072.0,2/1/1991 12:00:00 AM,19930.0,AS,large,mcdonnell/douglas MD-80
50,2006,AS,Alaska Airlines Inc.,1994.0,Alaska Airlines Inc.,53449,N973AS,O,Y,140.0,mcdonnell/douglas,,MD-80,36200.0,3/1/1994 12:00:00 AM,19930.0,AS,large,mcdonnell/douglas MD-80
51,2006,B6,JetBlue Airways,2001.0,JetBlue Airways,1464,N522JB,B,Y,150.0,airbus,,A320-1/2,37400.0,5/10/2001 12:00:00 AM,20409.0,B6,large,airbus A320-1/2
52,2006,B6,JetBlue Airways,2002.0,JetBlue Airways,1652,N533JB,O,Y,150.0,airbus,,A320-1/2,37400.0,1/9/2002 12:00:00 AM,20409.0,B6,large,airbus A320-1/2
53,2006,B6,JetBlue Airways,2002.0,JetBlue Airways,1802,N542JB,O,Y,150.0,airbus,,A320-1/2,37400.0,6/20/2002 12:00:00 AM,20409.0,B6,large,airbus A320-1/2
54,2006,B6,JetBlue Airways,2002.0,JetBlue Airways,1835,N544JB,O,Y,150.0,airbus,,A320-1/2,37400.0,8/27/2002 12:00:00 AM,20409.0,B6,large,airbus A320-1/2
55,2006,CO,Continental Air Lines Inc.,1998.0,Continental Air Lines Inc.,28921,N14660,O,Y,104.0,boeing,,B737-5,31500.0,7/21/1998 12:00:00 AM,19704.0,CO,large,boeing B737-5
56,2006,CO,Continental Air Lines Inc.,1998.0,Continental Air Lines Inc.,28923,N14662,O,Y,104.0,boeing,,B737-5,31500.0,8/3/1998 12:00:00 AM,19704.0,CO,large,boeing B737-5
57,2006,CO,Continental Air Lines Inc.,1998.0,Continental Air Lines Inc.,28926,N13665,O,Y,104.0,boeing,,B737-5,31500.0,8/11/1998 12:00:00 AM,19704.0,CO,large,boeing B737-5
58,2006,CTQ,Custom Air Transport,1968.0,Custom Air Transport,19908,N7635U,B,Y,0.0,boeing,,B727-2,178800.0,8/1/2004 12:00:00 AM,20093.0,CTQ,small,boeing B727-2
59,2006,CTQ,Custom Air Transport,1968.0,Custom Air Transport,19912,N7639U,B,Y,0.0,boeing,,B727-2,178800.0,7/1/2004 12:00:00 AM,20093.0,CTQ,small,boeing B727-2
60,2006,CTQ,Custom Air Transport,1969.0,Custom Air Transport,19913,N7640U,B,Y,0.0,boeing,,B727-2,178800.0,6/1/2004 12:00:00 AM,20093.0,CTQ,small,boeing B727-2
61,2006,CTQ,Custom Air Transport,1969.0,Custom Air Transport,20037,N7643U,B,Y,0.0,boeing,,B727-2,178800.0,7/1/2004 12:00:00 AM,20093.0,CTQ,small,boeing B727-2
62,2006,CTQ,Custom Air Transport,1969.0,Custom Air Transport,20038,N7644U,B,Y,0.0,boeing,,B727-2,178800.0,6/1/2004 12:00:00 AM,20093.0,CTQ,small,boeing B727-2
63,2006,CTQ,Custom Air Transport,1969.0,Custom Air Transport,20039,N7645U,B,Y,0.0,boeing,,B727-2,178800.0,6/1/2004 12:00:00 AM,20093.0,CTQ,small,boeing B727-2
64,2006,CTQ,Custom Air Transport,1973.0,Custom Air Transport,20634,N511PE,B,Y,0.0,boeing,,B727-2,177600.0,6/1/2001 12:00:00 AM,20093.0,CTQ,small,boeing B727-2
65,2006,CTQ,Custom Air Transport,1973.0,Custom Air Transport,20725,N902PG,B,Y,0.0,boeing,,B727-2,177600.0,8/1/2001 12:00:00 AM,20093.0,CTQ,small,boeing B727-2
66,2006,CTQ,Custom Air Transport,1979.0,Custom Air Transport,21856,N8887Z,B,Y,0.0,boeing,,B727-2,194800.0,12/1/1995 12:00:00 AM,20093.0,CTQ,small,boeing B727-2
67,2006,CTQ,Custom Air Transport,1979.0,Custom Air Transport,21971,N1279E,B,Y,0.0,boeing,,B727-2,193000.0,7/1/2002 12:00:00 AM,20093.0,CTQ,small,boeing B727-2
68,2006,CTQ,Custom Air Transport,1980.0,Custom Air Transport,21952,N742RW,B,Y,0.0,boeing,,B727-2,194700.0,1/1/2002 12:00:00 AM,20093.0,CTQ,small,boeing B727-2
69,2006,DL,Delta Air Lines Inc.,1984.0,Delta Air Lines Inc.,23096,N324DL,O,N,119.0,boeing,,B737-1/2,26155.0,7/3/1984 12:00:00 AM,19790.0,DL,large,boeing B737-1/2
70,2006,DL,Delta Air Lines Inc.,1984.0,Delta Air Lines Inc.,23097,N325DL,O,N,119.0,boeing,,B737-1/2,26155.0,7/10/1984 12:00:00 AM,19790.0,DL,large,boeing B737-1/2
71,2006,DL,Delta Air Lines Inc.,1984.0,Delta Air Lines Inc.,23184,N236WA,O,N,119.0,boeing,,B737-1/2,26155.0,11/19/1984 12:00:00 AM,19790.0,DL,large,boeing B737-1/2
72,2006,DL,Delta Air Lines Inc.,1984.0,Delta Air Lines Inc.,23185,N237WA,O,N,119.0,boeing,,B737-1/2,26155.0,10/31/1985 12:00:00 AM,19790.0,DL,large,boeing B737-1/2
73,2006,DL,Delta Air Lines Inc.,1984.0,Delta Air Lines Inc.,23186,N238WA,O,N,119.0,boeing,,B737-1/2,26155.0,10/31/1985 12:00:00 AM,19790.0,DL,large,boeing B737-1/2
74,2006,DL,Delta Air Lines Inc.,1984.0,Delta Air Lines Inc.,23187,N239WA,O,N,119.0,boeing,,B737-1/2,26155.0,12/13/1984 12:00:00 AM,19790.0,DL,large,boeing B737-1/2
75,2006,DL,Delta Air Lines Inc.,1987.0,Delta Air Lines Inc.,23436,N122DL,A,Y,252.0,boeing,,B767-3,80400.0,3/7/1987 12:00:00 AM,19790.0,DL,large,boeing B767-3
76,2006,DL,Delta Air Lines Inc.,1987.0,Delta Air Lines Inc.,49532,N901DL,A,Y,142.0,mcdonnell/douglas,,MD-80,35500.0,3/9/1987 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas MD-80
77,2006,DL,Delta Air Lines Inc.,1987.0,Delta Air Lines Inc.,49533,N902DL,A,Y,142.0,mcdonnell/douglas,,MD-80,35500.0,3/12/1987 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas MD-80
78,2006,DL,Delta Air Lines Inc.,1987.0,Delta Air Lines Inc.,49534,N903DL,A,Y,142.0,mcdonnell/douglas,,MD-80,35500.0,3/18/1987 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas MD-80
79,2006,DL,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,120-224,N281AS,O,N,30.0,embraer,,EMB-120,6348.0,8/31/2005 12:00:00 AM,19790.0,DL,medium,embraer EMB-120
80,2006,DL,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,120-234,N275AS,O,N,30.0,embraer,,EMB-120,6348.0,8/31/2005 12:00:00 AM,19790.0,DL,medium,embraer EMB-120
81,2006,DL,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,120-249,N284AS,O,N,30.0,embraer,,EMB-120,6348.0,8/31/2005 12:00:00 AM,19790.0,DL,medium,embraer EMB-120
82,2006,DL,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,120-268,N286AS,O,N,30.0,embraer,,EMB-120,6348.0,8/31/2005 12:00:00 AM,19790.0,DL,medium,embraer EMB-120
83,2006,DL,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,120-273,N501AS,O,N,30.0,embraer,,EMB-120,6348.0,8/31/2005 12:00:00 AM,19790.0,DL,medium,embraer EMB-120
84,2006,DL,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,120-274,N502AS,O,N,30.0,embraer,,EMB-120,6348.0,8/31/2005 12:00:00 AM,19790.0,DL,medium,embraer EMB-120
85,2006,DL,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,120-275,N503AS,O,N,30.0,embraer,,EMB-120,6348.0,8/31/2005 12:00:00 AM,19790.0,DL,medium,embraer EMB-120
86,2006,DL,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,120-278,N504AS,O,N,30.0,embraer,,EMB-120,6348.0,8/31/2005 12:00:00 AM,19790.0,DL,medium,embraer EMB-120
87,2006,DL,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,120-279,N505AS,O,N,30.0,embraer,,EMB-120,6348.0,8/31/2005 12:00:00 AM,19790.0,DL,medium,embraer EMB-120
88,2006,DL,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,120-282,N638AS,O,N,30.0,embraer,,EMB-120,6348.0,8/31/2005 12:00:00 AM,19790.0,DL,medium,embraer EMB-120
89,2006,FX,Federal Express Corporation,1965.0,Federal Express Corporation,18863,N166FE,O,Y,0.0,boeing,,B727-1,36126.0,5/1/1990 12:00:00 AM,20107.0,FX,small,boeing B727-1
90,2006,FX,Federal Express Corporation,1966.0,Federal Express Corporation,18865,N168FE,O,Y,0.0,boeing,,B727-1,36943.0,12/7/1988 12:00:00 AM,20107.0,FX,small,boeing B727-1
91,2006,FX,Federal Express Corporation,1966.0,Federal Express Corporation,18871,N185FE,O,Y,0.0,boeing,,B727-1,36660.0,6/8/1989 12:00:00 AM,20107.0,FX,small,boeing B727-1
92,2006,FX,Federal Express Corporation,1966.0,Federal Express Corporation,18872,N186FE,O,Y,0.0,boeing,,B727-1,36787.0,8/24/1989 12:00:00 AM,20107.0,FX,small,boeing B727-1
93,2006,FX,Federal Express Corporation,1966.0,Federal Express Corporation,19081,N188FE,O,Y,0.0,boeing,,B727-1,36014.0,12/13/1989 12:00:00 AM,20107.0,FX,small,boeing B727-1
94,2006,FX,Federal Express Corporation,1966.0,Federal Express Corporation,19082,N189FE,O,Y,0.0,boeing,,B727-1,36502.0,11/9/1989 12:00:00 AM,20107.0,FX,small,boeing B727-1
95,2006,FX,Federal Express Corporation,1966.0,Federal Express Corporation,19083,N190FE,O,Y,0.0,boeing,,B727-1,36452.0,11/9/1989 12:00:00 AM,20107.0,FX,small,boeing B727-1
96,2006,FX,Federal Express Corporation,1966.0,Federal Express Corporation,19084,N191FE,O,Y,0.0,boeing,,B727-1,36333.0,7/11/1990 12:00:00 AM,20107.0,FX,small,boeing B727-1
97,2006,FX,Federal Express Corporation,1966.0,Federal Express Corporation,19085,NC-FBWY,O,Y,0.0,boeing,,B727-1,36743.0,4/4/1990 12:00:00 AM,20107.0,FX,small,boeing B727-1
98,2006,FX,Federal Express Corporation,1967.0,Federal Express Corporation,19147,N151FE,O,Y,0.0,boeing,,B727-1,36717.0,5/1/1988 12:00:00 AM,20107.0,FX,small,boeing B727-1
99,2006,FX,Federal Express Corporation,1977.0,Federal Express Corporation,21395,N478FE,O,Y,0.0,boeing,,B727-2,55426.0,4/17/1990 12:00:00 AM,20107.0,FX,small,boeing B727-2
100,2006,FX,Federal Express Corporation,1979.0,Federal Express Corporation,21670,N496FE,O,Y,0.0,boeing,,B727-2,55900.0,7/10/1990 12:00:00 AM,20107.0,FX,small,boeing B727-2
101,2006,FX,Federal Express Corporation,1980.0,Federal Express Corporation,22037,N272FE,O,Y,0.0,boeing,,B727-2,60027.0,8/26/1992 12:00:00 AM,20107.0,FX,small,boeing B727-2
102,2006,FX,Federal Express Corporation,1985.0,Federal Express Corporation,10658,N725FE,O,Y,0.0,fairchild,,FH-227,13808.0,5/1/1992 12:00:00 AM,20107.0,FX,small,fairchild FH-227
103,2006,FX,Federal Express Corporation,2006.0,Federal Express Corporation,634,N68097,O,Y,0.0,airbus,,A310-3,82300.0,4/20/2006 12:00:00 AM,20107.0,FX,small,airbus A310-3
104,2006,HP,America West Airlines Inc.,1988.0,America West Airlines Inc.,24060,N312AW,B,Y,126.0,boeing,,B737-3,33000.0,1/18/1998 12:00:00 AM,19991.0,HP,large,boeing B737-3
105,2006,HP,America West Airlines Inc.,1998.0,America West Airlines Inc.,28740,N335AW,B,Y,128.0,boeing,,B737-3,36000.0,10/7/1998 12:00:00 AM,19991.0,HP,large,boeing B737-3
106,2006,M6,Amerijet International,1978.0,Amerijet International,21453,N604AJ,O,N,0.0,boeing,,B727-2,55755.0,1/1/2004 12:00:00 AM,20151.0,M6,small,boeing B727-2
107,2006,MG,Champion Air,1980.0,Champion Air,22146,N294AS,O,Y,173.0,boeing,,B727-2,39000.0,8/26/1998 12:00:00 AM,20204.0,MG,large,boeing B727-2
108,2006,MG,Champion Air,1981.0,Champion Air,22344,N688CA,O,Y,173.0,boeing,,B727-2,39000.0,2/17/2002 12:00:00 AM,20204.0,MG,large,boeing B727-2
109,2006,MQ,American Eagle Airlines Inc.,1995.0,American Eagle Airlines Inc.,340B-380,N380AE,B,Y,34.0,saab,,SF-340/A,28500.0,12/21/1995 12:00:00 AM,20398.0,MQ,medium,saab SF-340/A
110,2006,MQ,American Eagle Airlines Inc.,1996.0,American Eagle Airlines Inc.,340B-381,N381AE,B,Y,34.0,saab,,SF-340/A,28500.0,1/17/1996 12:00:00 AM,20398.0,MQ,medium,saab SF-340/A
111,2006,MQ,American Eagle Airlines Inc.,1996.0,American Eagle Airlines Inc.,340B-382,N382AE,B,Y,34.0,saab,,SF-340/A,28500.0,2/7/1996 12:00:00 AM,20398.0,MQ,medium,saab SF-340/A
112,2006,MQ,American Eagle Airlines Inc.,1996.0,American Eagle Airlines Inc.,340B-383,N383AE,B,Y,34.0,saab,,SF-340/A,28500.0,2/14/1996 12:00:00 AM,20398.0,MQ,medium,saab SF-340/A
113,2006,MQ,American Eagle Airlines Inc.,1996.0,American Eagle Airlines Inc.,340B-386,N386AE,B,Y,34.0,saab,,SF-340/A,28500.0,3/4/1996 12:00:00 AM,20398.0,MQ,medium,saab SF-340/A
114,2006,MQ,American Eagle Airlines Inc.,1996.0,American Eagle Airlines Inc.,340B-387,N387AE,B,Y,34.0,saab,,SF-340/A,28500.0,3/20/1996 12:00:00 AM,20398.0,MQ,medium,saab SF-340/A
115,2006,MQ,American Eagle Airlines Inc.,1996.0,American Eagle Airlines Inc.,340B-388,N388AE,B,Y,34.0,saab,,SF-340/A,28500.0,3/27/1996 12:00:00 AM,20398.0,MQ,medium,saab SF-340/A
116,2006,MQ,American Eagle Airlines Inc.,1996.0,American Eagle Airlines Inc.,340B-389,N389AE,B,Y,34.0,saab,,SF-340/A,28500.0,4/2/1996 12:00:00 AM,20398.0,MQ,medium,saab SF-340/A
117,2006,MQ,American Eagle Airlines Inc.,1996.0,American Eagle Airlines Inc.,340B-390,N390AE,B,Y,34.0,saab,,SF-340/A,28500.0,4/18/1996 12:00:00 AM,20398.0,MQ,medium,saab SF-340/A
118,2006,MQ,American Eagle Airlines Inc.,1996.0,American Eagle Airlines Inc.,340B-391,N391AE,B,Y,34.0,saab,,SF-340/A,28500.0,5/2/1996 12:00:00 AM,20398.0,MQ,medium,saab SF-340/A
119,2006,MQ,American Eagle Airlines Inc.,1996.0,American Eagle Airlines Inc.,340B-401,N901AE,B,Y,34.0,saab,,SF-340/A,28500.0,9/1/1996 12:00:00 AM,20398.0,MQ,medium,saab SF-340/A
120,2006,NC,Northern Air Cargo Inc.,1954.0,Northern Air Cargo Inc.,44605,N4213X,O,N,0.0,mcdonnell/douglas,,DC-6A,26880.0,4/1/1981 12:00:00 AM,20108.0,NC,small,mcdonnell/douglas DC-6A
121,2006,NC,Northern Air Cargo Inc.,1967.0,Northern Air Cargo Inc.,19195,N792A,B,Y,0.0,boeing,,B727-1,38693.0,3/20/2005 12:00:00 AM,20108.0,NC,small,boeing B727-1
122,2006,NC,Northern Air Cargo Inc.,1967.0,Northern Air Cargo Inc.,19428,N992AF,O,N,0.0,boeing,,B727-1,38693.0,3/1/1998 12:00:00 AM,20108.0,NC,small,boeing B727-1
123,2006,NK,Spirit Air Lines,1988.0,Spirit Air Lines,49503,N809NK,B,Y,150.0,mcdonnell/douglas,,MD-80,78769.0,11/13/1999 12:00:00 AM,20416.0,NK,large,mcdonnell/douglas MD-80
124,2006,NK,Spirit Air Lines,1988.0,Spirit Air Lines,49504,N808NK,B,Y,150.0,mcdonnell/douglas,,MD-80,78769.0,10/14/1999 12:00:00 AM,20416.0,NK,large,mcdonnell/douglas MD-80
125,2006,NK,Spirit Air Lines,1988.0,Spirit Air Lines,49619,N814NK,B,Y,150.0,mcdonnell/douglas,,MD-80,78769.0,2/8/2000 12:00:00 AM,20416.0,NK,large,mcdonnell/douglas MD-80
126,2006,NK,Spirit Air Lines,1989.0,Spirit Air Lines,49618,N832NK,B,Y,150.0,mcdonnell/douglas,,MD-80,78769.0,12/1/2003 12:00:00 AM,20416.0,NK,large,mcdonnell/douglas MD-80
127,2006,NW,Northwest Airlines Inc.,1967.0,Northwest Airlines Inc.,47031,N3322L,O,N,100.0,mcdonnell/douglas,,DC-9-30,24050.0,12/1/1994 12:00:00 AM,19386.0,NW,medium,mcdonnell/douglas DC-9-30
128,2006,NW,Northwest Airlines Inc.,1967.0,Northwest Airlines Inc.,47038,N601NW,O,Y,100.0,mcdonnell/douglas,,DC-9-30,25450.0,11/1/1995 12:00:00 AM,19386.0,NW,medium,mcdonnell/douglas DC-9-30
129,2006,NW,Northwest Airlines Inc.,1967.0,Northwest Airlines Inc.,47128,N614NW,O,N,100.0,mcdonnell/douglas,,DC-9-30,25450.0,4/16/1996 12:00:00 AM,19386.0,NW,medium,mcdonnell/douglas DC-9-30
