,YEAR,CARRIER,CARRIER_NAME,MANUFACTURE_YEAR,UNIQUE_CARRIER_NAME,SERIAL_NUMBER,TAIL_NUMBER,AIRCRAFT_STATUS,OPERATING_STATUS,NUMBER_OF_SEATS,MANUFACTURER,AIRCRAFT_TYPE,MODEL,CAPACITY_IN_POUNDS,ACQUISITION_DATE,AIRLINE_ID,UNIQUE_CARRIER,PLANE_TYPE,MANUFACTURER-MODEL
3388,2009,DL ,Delta Air Lines Inc.,1990.0,Delta Air Lines Inc.,49978          ,N959DL         ,A,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,5/24/1990 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3389,2009,DL ,Delta Air Lines Inc.,1990.0,Delta Air Lines Inc.,49979          ,N960DL         ,A,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,6/15/1990 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3390,2009,DL ,Delta Air Lines Inc.,1990.0,Delta Air Lines Inc.,49980          ,N961DL         ,A,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,5/31/1990 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3391,2009,DL ,Delta Air Lines Inc.,1990.0,Delta Air Lines Inc.,49981          ,N962DL         ,B,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,6/27/1990 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3392,2009,DL ,Delta Air Lines Inc.,1990.0,Delta Air Lines Inc.,49982          ,N963DL         ,B,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,6/30/1990 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3393,2009,DL ,Delta Air Lines Inc.,1990.0,Delta Air Lines Inc.,49983          ,N964DL         ,B,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,9/14/1990 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3394,2009,DL ,Delta Air Lines Inc.,1990.0,Delta Air Lines Inc.,49984          ,N965DL         ,B,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,8/20/1990 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3395,2009,DL ,Delta Air Lines Inc.,1990.0,Delta Air Lines Inc.,53115          ,N966DL         ,A,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,12/12/1990 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3396,2009,DL ,Delta Air Lines Inc.,1990.0,Delta Air Lines Inc.,53116          ,N967DL         ,A,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,12/14/1990 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3397,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,24981          ,N132DN         ,B,Y,252.0,boeing,,B-767-3             ,80400.0,1/10/1991 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3398,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,24982          ,N133DN         ,B,Y,252.0,boeing,,B-767-3             ,80400.0,1/24/1991 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3399,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,24991          ,N662DN         ,A,Y,183.0,boeing,,B-757-2             ,48135.0,1/28/1991 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3400,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,24992          ,N663DN         ,A,Y,183.0,boeing,,B-757-2             ,48135.0,2/7/1991 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3401,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,25012          ,N664DN         ,A,Y,183.0,boeing,,B-757-2             ,48135.0,2/21/1991 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3402,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,25013          ,N665DN         ,A,Y,183.0,boeing,,B-757-2             ,48135.0,3/1/1991 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3403,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,25034          ,N666DN         ,A,Y,183.0,boeing,,B-757-2             ,48135.0,3/22/1991 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3404,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,25035          ,N667DN         ,A,Y,183.0,boeing,,B-757-2             ,48135.0,3/27/1991 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3405,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,25061          ,N176DN         ,B,Y,195.0,boeing,,B-767-3             ,74470.0,12/15/1990 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3406,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,25122          ,N177DN         ,B,Y,195.0,boeing,,B-767-3             ,74470.0,1/19/1991 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3407,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,25123          ,N134DL         ,B,Y,252.0,boeing,,B-767-3             ,80400.0,2/22/1991 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3408,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,25141          ,N668DN         ,B,Y,183.0,boeing,,B-757-2             ,48135.0,6/26/1991 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3409,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,25142          ,N669DN         ,A,Y,183.0,boeing,,B-757-2             ,48135.0,6/28/1991 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3410,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,25143          ,N178DN         ,B,Y,195.0,boeing,,B-767-3             ,74470.0,4/5/1991 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3411,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,25144          ,N179DN         ,B,Y,195.0,boeing,,B-767-3             ,74470.0,4/17/1991 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3412,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,25145          ,N135DL         ,B,Y,252.0,boeing,,B-767-3             ,80400.0,3/8/1991 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3413,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,25146          ,N136DL         ,B,Y,252.0,boeing,,B-767-3             ,80400.0,6/14/1991 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3414,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,25241          ,N154DL         ,O,Y,190.0,boeing,,B-767-3             ,74470.0,4/17/1997 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3415,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,25269          ,N155DL         ,O,Y,190.0,boeing,,B-767-3             ,74470.0,6/15/1997 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3416,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,25306          ,N137DL         ,B,Y,252.0,boeing,,B-767-3             ,80400.0,9/25/1991 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3417,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,25354          ,N156DL         ,O,Y,190.0,boeing,,B-767-3             ,74470.0,7/15/1997 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3418,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53161          ,N968DL         ,B,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,1/18/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3419,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53172          ,N969DL         ,B,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,1/25/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3420,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53173          ,N970DL         ,A,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,1/26/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3421,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53214          ,N971DL         ,A,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,2/22/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3422,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53215          ,N972DL         ,A,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,3/3/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3423,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53241          ,N973DL         ,A,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,3/22/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3424,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53242          ,N974DL         ,B,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,3/15/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3425,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53243          ,N975DL         ,A,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,3/24/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3426,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53257          ,N976DL         ,A,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,4/17/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3427,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53258          ,N977DL         ,A,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,4/20/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3428,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53259          ,N978DL         ,A,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,4/24/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3429,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53266          ,N979DL         ,B,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,5/22/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3430,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53267          ,N980DL         ,A,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,5/26/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3431,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53268          ,N981DL         ,A,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,5/30/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3432,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53273          ,N982DL         ,A,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,6/22/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3433,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53274          ,N983DL         ,A,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,6/26/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3434,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53311          ,N984DL         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,9/26/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3435,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53312          ,N985DL         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,9/28/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3436,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53313          ,N986DL         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,11/8/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3437,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53338          ,N987DL         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,11/1/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3438,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53339          ,N988DL         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,11/6/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3439,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53341          ,N989DL         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,12/5/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3440,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53342          ,N990DL         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,12/6/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3441,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53343          ,N991DL         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,12/11/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3442,2009,DL ,Delta Air Lines Inc.,1991.0,Delta Air Lines Inc.,53344          ,N992DL         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,12/18/1991 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3443,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,25331          ,N670DN         ,O,Y,183.0,boeing,,B-757-2             ,48135.0,1/9/1992 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3444,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,25332          ,N671DN         ,O,Y,183.0,boeing,,B-757-2             ,48135.0,1/10/1992 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3445,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,25409          ,N138DL         ,O,Y,252.0,boeing,,B-767-3             ,80400.0,1/17/1992 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3446,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,25977          ,N672DL         ,O,Y,183.0,boeing,,B-757-2             ,48135.0,2/21/1992 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3447,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,25978          ,N673DL         ,O,Y,183.0,boeing,,B-757-2             ,48135.0,2/24/1992 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3448,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,25979          ,N674DL         ,O,Y,183.0,boeing,,B-757-2             ,48135.0,3/25/1992 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3449,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,25980          ,N675DL         ,B,Y,183.0,boeing,,B-757-2             ,48135.0,4/29/1992 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3450,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,25981          ,N676DL         ,O,Y,183.0,boeing,,B-757-2             ,48135.0,5/28/1992 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3451,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,25982          ,N677DL         ,O,Y,183.0,boeing,,B-757-2             ,48135.0,5/22/1992 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3452,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,25983          ,N678DL         ,O,Y,183.0,boeing,,B-757-2             ,48135.0,6/26/1992 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3453,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,25984          ,N139DL         ,O,Y,252.0,boeing,,B-767-3             ,80400.0,5/8/1992 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3454,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,25985          ,N180DN         ,B,Y,195.0,boeing,,B-767-3             ,74470.0,4/25/1992 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3455,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,25986          ,N181DN         ,B,Y,195.0,boeing,,B-767-3             ,74470.0,8/7/1992 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3456,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,25987          ,N182DN         ,B,Y,195.0,boeing,,B-767-3             ,74470.0,11/5/1992 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3457,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,26955          ,N679DA         ,O,Y,183.0,boeing,,B-757-2             ,48135.0,11/12/1992 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3458,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,26956          ,N680DA         ,O,Y,183.0,boeing,,B-757-2             ,48135.0,11/19/1992 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3459,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53345          ,N993DL         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,1/15/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3460,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53346          ,N994DL         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,1/17/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3461,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53362          ,N995DL         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,2/5/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3462,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53363          ,N996DL         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,2/8/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3463,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53364          ,N997DL         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,2/19/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3464,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53370          ,N998DL         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,3/6/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3465,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53371          ,N999DN         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,3/6/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3466,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53372          ,N900DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,3/12/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3467,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53378          ,N901DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,4/3/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3468,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53379          ,N902DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,4/8/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3469,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53380          ,N903DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,4/10/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3470,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53409          ,N904DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,5/8/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3471,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53410          ,N905DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,5/14/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3472,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53415          ,N906DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,10/20/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3473,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53416          ,N907DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,10/28/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3474,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53417          ,N908DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,11/11/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3475,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53418          ,N909DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,11/21/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3476,2009,DL ,Delta Air Lines Inc.,1992.0,Delta Air Lines Inc.,53419          ,N910DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,12/4/1992 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3477,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,25988          ,N140LL         ,B,Y,252.0,boeing,,B-767-3             ,80400.0,6/24/1993 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3478,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,25989          ,N1402A         ,B,Y,252.0,boeing,,B-767-3             ,80400.0,7/20/1993 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3479,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,26957          ,N681DA         ,A,Y,183.0,boeing,,B-757-2             ,48135.0,6/24/1993 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3480,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,26958          ,N682DA         ,A,Y,183.0,boeing,,B-757-2             ,48135.0,1/15/1993 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3481,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,27103          ,N683DA         ,B,Y,183.0,boeing,,B-757-2             ,48135.0,3/18/1993 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3482,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,27104          ,N684DA         ,B,Y,180.0,boeing,,B-757-2             ,48135.0,3/26/1993 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
3483,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,27110          ,N183DN         ,O,Y,195.0,boeing,,B-767-3             ,74470.0,4/29/1993 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3484,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,27111          ,N184DN         ,B,Y,195.0,boeing,,B-767-3             ,74470.0,5/25/1993 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3485,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,49956          ,N913DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,2/10/1993 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3486,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,49957          ,N914DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,2/13/1993 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3487,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,49958          ,N917DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,9/2/1993 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3488,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,49959          ,N918DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,9/30/1993 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3489,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,49967          ,N911DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,1/8/1993 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3490,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,49997          ,N912DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,1/13/1993 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3491,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,53420          ,N915DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,3/17/1993 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3492,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,53421          ,N916DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,5/25/1993 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3493,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,53422          ,N919DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,11/3/1993 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3494,2009,DL ,Delta Air Lines Inc.,1993.0,Delta Air Lines Inc.,53423          ,N920DE         ,O,Y,142.0,mcdonnell/douglas,,DC/MD-80            ,35500.0,12/8/1993 12:00:00 AM,19790.0,DL,large,mcdonnell/douglas DC/MD-80            
3495,2009,DL ,Delta Air Lines Inc.,1995.0,Delta Air Lines Inc.,27394          ,N394DL         ,B,Y,190.0,boeing,,B-767-3             ,74470.0,4/20/1998 12:00:00 AM,19790.0,DL,large,boeing B-767-3             
3496,2009,DL ,Delta Air Lines Inc.,1995.0,Delta Air Lines Inc.,27588          ,N685DA         ,O,Y,180.0,boeing,,B-757-2             ,48135.0,3/31/1995 12:00:00 AM,19790.0,DL,large,boeing B-757-2             
